location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4837116,"PHA Office","temperature",25.069277720981173,"c","2025-11-13T07:00:00Z","2025-11-13T12:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",26.10266675949097,"c","2025-11-13T08:00:00Z","2025-11-13T13:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",26.691541902224227,"c","2025-11-13T09:00:00Z","2025-11-13T14:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",27.384166622161867,"c","2025-11-13T10:00:00Z","2025-11-13T15:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",27.882666651407877,"c","2025-11-13T11:00:00Z","2025-11-13T16:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",28.066090809215197,"c","2025-11-13T12:00:00Z","2025-11-13T17:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",23.863944456312385,"c","2025-11-13T13:00:00Z","2025-11-13T18:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",22.173388873206246,"c","2025-11-13T14:00:00Z","2025-11-13T19:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",21.334666792551676,"c","2025-11-13T15:00:00Z","2025-11-13T20:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",20.745166714986166,"c","2025-11-13T16:00:00Z","2025-11-13T21:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",20.25716667175293,"c","2025-11-13T17:00:00Z","2025-11-13T22:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",19.762333393096924,"c","2025-11-13T18:00:00Z","2025-11-13T23:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",19.4846666653951,"c","2025-11-13T19:00:00Z","2025-11-14T00:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",19.156333605448406,"c","2025-11-13T20:00:00Z","2025-11-14T01:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",18.817499828338626,"c","2025-11-13T21:00:00Z","2025-11-14T02:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",18.332000223795575,"c","2025-11-13T22:00:00Z","2025-11-14T03:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",18.136182091452863,"c","2025-11-13T23:00:00Z","2025-11-14T04:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","temperature",17.68483346303304,"c","2025-11-14T00:00:00Z","2025-11-14T05:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",9327.12783203125,"particles/cm³","2025-11-13T01:00:00Z","2025-11-13T06:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",10135.194986979166,"particles/cm³","2025-11-13T02:00:00Z","2025-11-13T07:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",11152.4580078125,"particles/cm³","2025-11-13T03:00:00Z","2025-11-13T08:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",11685.716341145833,"particles/cm³","2025-11-13T04:00:00Z","2025-11-13T09:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",7834.880338541668,"particles/cm³","2025-11-13T05:00:00Z","2025-11-13T10:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",5903.789290364583,"particles/cm³","2025-11-13T07:00:00Z","2025-11-13T12:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",5195.586328124999,"particles/cm³","2025-11-13T08:00:00Z","2025-11-13T13:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",4779.278922526042,"particles/cm³","2025-11-13T09:00:00Z","2025-11-13T14:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",4584.238997395833,"particles/cm³","2025-11-13T10:00:00Z","2025-11-13T15:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",4364.41650390625,"particles/cm³","2025-11-13T11:00:00Z","2025-11-13T16:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",4899.098810369318,"particles/cm³","2025-11-13T12:00:00Z","2025-11-13T17:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",7518.292393663193,"particles/cm³","2025-11-13T13:00:00Z","2025-11-13T18:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",10465.99380967882,"particles/cm³","2025-11-13T14:00:00Z","2025-11-13T19:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",11782.50283203125,"particles/cm³","2025-11-13T15:00:00Z","2025-11-13T20:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",12307.213793945311,"particles/cm³","2025-11-13T16:00:00Z","2025-11-13T21:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",11965.31901041667,"particles/cm³","2025-11-13T17:00:00Z","2025-11-13T22:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",14035.602669270833,"particles/cm³","2025-11-13T18:00:00Z","2025-11-13T23:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",12083.355501302081,"particles/cm³","2025-11-13T19:00:00Z","2025-11-14T00:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",11053.786002604167,"particles/cm³","2025-11-13T20:00:00Z","2025-11-14T01:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",9843.564160156251,"particles/cm³","2025-11-13T21:00:00Z","2025-11-14T02:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",8834.527832031248,"particles/cm³","2025-11-13T22:00:00Z","2025-11-14T03:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",9410.53654119318,"particles/cm³","2025-11-13T23:00:00Z","2025-11-14T04:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
4837116,"PHA Office","um003",11693.058170572915,"particles/cm³","2025-11-14T00:00:00Z","2025-11-14T05:00:00+05:00","Asia/Karachi",31.42893,73.08995,,,,"The Urban Unit","AirGradient"
